customer_id,customer_name,gender,age,city,state,region,join_date,first_purchase_date,latest_purchase_date,customer_lifetime_orders,customer_lifetime_revenue,customer_lifetime_profit,average_order_value,preferred_product,preferred_category,preferred_brand,preferred_sales_channel,preferred_payment_method,customer_revenue_contribution_percentage,customer_gross_profit_contribution_percentage,is_repeat_customer
85957,"Dev Prakash Agarwal",Male,31,Guwahati,Assam,East,2021-07-13,2021-08-20,2021-10-08,2,147351.63,1735.11,73675.81,"Galaxy Z Fold 7",Smartphones,Samsung,"Offline Store",UPI,0.0020,0.0004,Yes
85960,"Shubham Nath Reddy",Male,21,Kolkata,"West Bengal",East,2023-09-30,2023-11-07,2023-11-07,1,9204.35,859.13,9204.35,"Ultima Prime","Smart Watches",Boat,Website,Card,0.0001,0.0002,No
85961,"Simran Prem Agarwal",Female,37,Visakhapatnam,"Andhra Pradesh",South,2024-04-30,2024-05-04,2024-05-04,1,133926.50,11016.20,133926.50,"Prestige 16 AI",Laptops,ASUS,"Offline Store",Card,0.0018,0.0028,No
85962,"Noor Om Malhotra",Others,29,Jaipur,Rajasthan,North,2019-06-16,2020-02-20,2024-04-30,2,19975.20,2666.43,9987.60,"HomePod mini","Audio Devices",Apple,"Offline Store",Card,0.0003,0.0007,Yes
85963,"Tanmay Jay Rao",Male,21,Gurugram,Haryana,North,2023-12-24,2024-04-20,2024-04-20,1,51373.48,2094.36,51373.48,"V50 Pro",Smartphones,Vivo,"Mobile App",Card,0.0007,0.0005,No
85964,"Zoya Mohan Joshi",Female,22,Mumbai,Maharashtra,West,2022-12-23,2023-03-10,2023-03-10,1,90919.30,4060.16,90919.30,"TUF Gaming A15",Laptops,ASUS,Amazon,UPI,0.0012,0.0010,No
85965,"Nikhil Neel Pandey",Male,30,Jodhpur,Rajasthan,North,2020-04-30,2020-08-01,2020-08-01,1,9390.89,2184.25,9390.89,"MX Keys S",Accessories,Logitech,"Offline Store",UPI,0.0001,0.0006,No
85967,"Aarohi Avi Qureshi",Female,30,Bengaluru,Karnataka,South,2020-08-23,2020-10-13,2020-10-13,1,61763.89,4770.89,61763.89,"Frost Free Refrigerator","Home Appliances",LG,"Offline Store",Cash,0.0008,0.0012,No
85968,"Yash Sai Soni",Male,40,Jaipur,Rajasthan,North,2024-02-27,2024-05-19,2024-05-19,1,37334.07,5582.91,37334.07,"ROG Ally X",Gaming,ASUS,"Offline Store",UPI,0.0005,0.0014,No
85969,"Nisha Nath Mathew",Female,21,Noida,"Uttar Pradesh",North,2023-08-12,2023-10-19,2024-11-30,2,33820.26,3816.81,16910.13,"Inverter Split AC","Home Appliances",Philips,"Mobile App",Card,0.0005,0.0010,Yes
85970,"Pranav Rai Mukherjee",Male,48,Guwahati,Assam,East,2025-06-22,2026-05-24,2026-05-24,1,14973.93,2182.71,14973.93,"Watch S4","Smart Watches",Xiaomi,"Mobile App","Net Banking",0.0002,0.0005,No
85973,"Ashish Ranjan Dubey",Male,22,Noida,"Uttar Pradesh",North,2022-10-07,2022-10-09,2022-10-09,1,46739.09,904.67,46739.09,"Redmi Note 14 Pro",Smartphones,Apple,"Offline Store","Net Banking",0.0006,0.0002,No
85974,"Mahima Jay Pandey",Female,29,Nagpur,Maharashtra,West,2018-12-02,2019-12-05,2021-01-23,2,71463.51,2153.17,35731.76,iPad,Tablets,Apple,"Offline Store",Cash,0.0010,0.0005,Yes
85975,"Rahul Singh Lamba",Male,34,Mumbai,Maharashtra,West,2023-01-19,2023-08-20,2023-08-20,1,13150.02,2040.45,13150.02,"Induction Cooktop","Kitchen Appliances",Prestige,"Offline Store",Cash,0.0002,0.0005,No
85976,"Leena Ranjan Joseph",Female,24,Ludhiana,Punjab,North,2020-12-25,2021-02-26,2025-11-15,4,95594.10,13539.88,23898.53,"C350 Series",Accessories,Anker,"Offline Store","Net Banking",0.0013,0.0034,Yes
85977,"Geeta Deep Fernandes",Female,28,Vadodara,Gujarat,West,2016-08-16,2016-08-17,2017-05-19,2,61860.49,5726.23,30930.25,"Nord CE4 Lite",Smartphones,OnePlus,"Offline Store",Cash,0.0008,0.0014,Yes
85978,"Pankaj Om Dhillon",Male,33,Mumbai,Maharashtra,West,2023-01-28,2023-06-06,2025-11-07,3,934621.50,83201.14,311540.50,"V50 Pro",Laptops,Apple,"Offline Store",UPI,0.0127,0.0210,Yes
85979,"Aditi Kumar Kumar",Female,20,"New Delhi",Delhi,North,2024-08-22,2024-12-26,2025-09-29,2,71961.59,11239.11,35980.80,"QLED Q8F",Televisions,Logitech,"Mobile App",Card,0.0010,0.0028,Yes
85980,"Harsh Lal Varghese",Male,24,Raipur,Chhattisgarh,Central,2020-12-26,2021-06-18,2025-11-03,2,32754.30,1171.94,16377.15,"Redmi 14C",Smartphones,Bose,Website,UPI,0.0004,0.0003,Yes
85981,"Nikhil Lal Reddy",Male,20,Hyderabad,Telangana,South,2024-12-01,2025-10-31,2025-10-31,1,44525.33,790.21,44525.33,"Redmi Note 14 Pro",Smartphones,Xiaomi,"Mobile App",UPI,0.0006,0.0002,No
85982,"Priya Mohan Gupta",Female,55,Hyderabad,Telangana,South,2025-08-08,2026-04-12,2026-04-12,1,42226.18,1323.74,42226.18,"GT 7",Smartphones,Anker,Website,Card,0.0006,0.0003,No
85983,"Shruti Kumar Tripathi",Female,55,Patna,Bihar,East,2025-02-16,2025-10-09,2025-10-09,1,87415.11,3135.97,87415.11,"IdeaPad Slim 5",Laptops,Lenovo,Website,UPI,0.0012,0.0008,No
85985,"Shaurya Lal Qureshi",Male,20,Visakhapatnam,"Andhra Pradesh",South,2024-09-15,2024-11-29,2024-11-29,1,2999.00,899.70,2999.00,"MagSafe Charger",Accessories,Apple,"Offline Store",UPI,0.0000,0.0002,No
85986,"Jyoti Kishore Banerjee",Female,40,Bengaluru,Karnataka,South,2024-02-10,2024-08-30,2025-01-06,2,179064.37,15756.41,89532.19,"Phone (3a) Pro",Smartphones,ASUS,"Offline Store",UPI,0.0024,0.0040,Yes
85987,"Nitin Ranjan Shah",Male,20,Mumbai,Maharashtra,West,2024-12-30,2025-01-13,2025-01-13,1,245122.41,9484.13,245122.41,"ThinkPad E16",Laptops,HP,"Offline Store",UPI,0.0033,0.0024,No
85989,"Tushar Sai Dubey",Male,30,Noida,"Uttar Pradesh",North,2019-03-23,2020-04-30,2020-11-03,3,308843.94,10451.30,102947.98,"Galaxy Z Flip 7",Smartphones,Samsung,"Offline Store",UPI,0.0042,0.0026,Yes
85990,"Abhinav Dev Modi",Male,31,Mysuru,Karnataka,South,2021-11-14,2021-11-18,2021-11-18,1,36527.35,712.23,36527.35,"Redmi Note 14",Smartphones,Xiaomi,"Offline Store",Cash,0.0005,0.0002,No
85992,"Anand Mohan Khatri",Male,31,Bhubaneswar,Odisha,East,2022-05-22,2022-06-07,2022-06-07,1,94171.47,7312.33,94171.47,"TUF Gaming A15",Laptops,ASUS,"Offline Store",Cash,0.0013,0.0018,No
85994,"Pankaj Sai Brar",Male,32,Bhopal,"Madhya Pradesh",Central,2023-03-14,2023-07-24,2023-07-24,1,35731.18,4.06,35731.18,"Xiaomi 15",Smartphones,Xiaomi,Amazon,UPI,0.0005,0.0000,No
85995,"Pankaj Kumar Sawant",Male,20,Jodhpur,Rajasthan,North,2024-11-13,2025-11-16,2025-11-16,1,35731.18,4.06,35731.18,"Xiaomi 15",Smartphones,Xiaomi,Amazon,"Net Banking",0.0005,0.0000,No
85996,"Sonal Raj Malhotra",Female,50,"New Delhi",Delhi,North,2025-05-25,2025-06-26,2025-09-12,2,78809.66,7410.51,39404.83,"Built-in Oven",Gaming,Apple,"Offline Store",Card,0.0011,0.0019,Yes
85997,"Ira Shan Pillai",Female,38,Guwahati,Assam,East,2024-07-23,2024-09-21,2024-10-07,2,91369.42,5399.90,45684.71,"Redmi Note 14 Pro",Smartphones,Noise,"Offline Store",UPI,0.0012,0.0014,Yes
85998,"Tushar Deep Ghosh",Male,22,Thiruvananthapuram,Kerala,South,2022-06-27,2022-07-06,2022-07-06,1,43417.48,758.38,43417.48,"Galaxy Z Flip 7",Smartphones,Samsung,"Offline Store",UPI,0.0006,0.0002,No
85999,"Rishabh Rai Agarwal",Male,38,Gurugram,Haryana,North,2024-07-31,2024-09-11,2024-09-11,1,12189.06,1122.50,12189.06,"Accentum Wireless","Audio Devices",Logitech,"Mobile App",UPI,0.0002,0.0003,No
86000,"Arjun Sai Pillai",Male,41,Nagpur,Maharashtra,West,2024-08-31,2025-04-26,2025-04-26,1,96060.82,2321.68,96060.82,"Inspiron 14",Laptops,Dell,"Mobile App","Net Banking",0.0013,0.0006,No
86001,"Rishabh Mohan Kohli",Male,23,Raipur,Chhattisgarh,Central,2021-06-20,2021-07-04,2022-07-06,2,31032.66,4446.14,15516.33,"Top Load Washing Machine","Home Appliances",Godrej,"Offline Store",Cash,0.0004,0.0011,Yes
86002,"Sameer Chandra Srivastava",Male,21,Indore,"Madhya Pradesh",Central,2023-08-01,2023-10-05,2023-10-05,1,51044.92,5.80,51044.92,"OnePlus 13",Smartphones,OnePlus,"Offline Store",Card,0.0007,0.0000,No
86004,"Ruchi Rey Menon",Female,21,Hyderabad,Telangana,South,2023-08-01,2023-11-07,2023-11-07,1,8963.62,618.40,8963.62,"Ultima Prime","Smart Watches",Boat,Website,Card,0.0001,0.0002,No
86005,"Tanvi Kishore Das",Female,22,Raipur,Chhattisgarh,Central,2022-11-28,2023-01-04,2023-01-04,1,34805.93,1180.79,34805.93,"Legion Tab",Tablets,Lenovo,Amazon,"Net Banking",0.0005,0.0003,No
86006,"Abhinav Jay Malhotra",Male,29,Bhubaneswar,Odisha,East,2018-01-03,2018-07-11,2019-07-18,2,85274.93,10526.67,42637.47,"Galaxy Tab A9+",Tablets,Google,"Offline Store",Card,0.0012,0.0027,Yes
86007,"Ravi Tej Ansari",Male,22,Mumbai,Maharashtra,West,2022-12-04,2023-04-06,2023-04-06,1,57630.18,1407.82,57630.18,"Phone (3a) Pro",Smartphones,Bose,"Mobile App",UPI,0.0008,0.0004,No
86008,"Lakshay Kumar Prajapati",Male,49,Noida,"Uttar Pradesh",North,2025-07-26,2025-10-19,2025-10-19,1,22676.14,1958.78,22676.14,"USB-C Power Adapter",Accessories,Apple,Flipkart,UPI,0.0003,0.0005,No
86009,"Anushka Chandra Kohli",Female,55,Lucknow,"Uttar Pradesh",North,2025-04-04,2025-09-27,2025-09-27,1,38149.18,1718.06,38149.18,"Redmi Note 14 Pro+",Smartphones,Xiaomi,"Offline Store",UPI,0.0005,0.0004,No
86010,"Vedant Mohan George",Male,28,Bhopal,"Madhya Pradesh",Central,2018-08-10,2019-09-13,2019-09-13,1,3954.27,486.95,3954.27,"USB-C Hub",Accessories,Anker,"Offline Store",Card,0.0001,0.0001,No
86011,"Manish Rey Srivastava",Male,23,Vadodara,Gujarat,West,2021-11-01,2022-03-04,2022-03-04,1,18590.19,1586.97,18590.19,"Watch Fit 4 Pro","Smart Watches",Huawei,"Mobile App","Net Banking",0.0003,0.0004,No
86012,"Jyoti Jay Bhatt",Female,20,Thiruvananthapuram,Kerala,South,2024-09-06,2024-11-27,2024-11-27,1,11658.65,115.43,11658.65,"ColorFit Pro 6","Smart Watches",Noise,Flipkart,Card,0.0002,0.0000,No
86013,"Abeer Lal Khan",Male,41,Hyderabad,Telangana,South,2024-07-09,2024-11-10,2024-11-10,1,49337.84,3655.50,49337.84,"GT 7",Smartphones,Amazfit,"Mobile App",UPI,0.0007,0.0009,No
86015,"Kanika Prakash Arora",Female,32,Pune,Maharashtra,West,2023-04-15,2023-06-28,2025-07-28,2,171647.11,4155.97,85823.56,"Xiaomi 15 Ultra","Audio Devices",Boat,"Offline Store",UPI,0.0023,0.0010,Yes
86016,"Aditi Dev Sharma",Female,31,Kolkata,"West Bengal",East,2022-08-21,2022-08-27,2025-05-16,3,107627.08,6813.86,35875.69,"Xiaomi 15 Pro",Smartphones,Xiaomi,"Offline Store",Cash,0.0015,0.0017,Yes
86017,"Ankit Kishore Mahajan",Male,22,Jaipur,Rajasthan,North,2022-07-29,2022-09-21,2022-09-21,1,53098.08,2058.96,53098.08,"Xiaomi 15 Ultra",Smartphones,Xiaomi,"Offline Store",Cash,0.0007,0.0005,No
86018,"Amit Lal Khanna",Male,39,Panaji,Goa,West,2024-05-02,2024-06-02,2024-06-02,1,9920.60,717.38,9920.60,"Storm Infinity","Smart Watches",Boat,"Mobile App",Card,0.0001,0.0002,No
86019,"Rudra Hari Thomas",Male,40,Patna,Bihar,East,2024-07-18,2024-07-30,2024-07-30,1,4045.04,577.72,4045.04,"MX Master 3S",Accessories,Logitech,Flipkart,"Net Banking",0.0001,0.0001,No
86021,"Pankaj Chandra Verma",Male,30,Kochi,Kerala,South,2019-12-31,2020-02-05,2024-08-27,2,57984.36,517.94,28992.18,"Galaxy S25+",Smartphones,Anker,"Offline Store",Card,0.0008,0.0001,Yes
86022,"Ritesh Avi Bajaj",Male,24,Visakhapatnam,"Andhra Pradesh",South,2020-11-29,2021-07-18,2026-05-12,2,38649.00,822.58,19324.50,"Phone (3)",Smartphones,Apple,"Offline Store",UPI,0.0005,0.0002,Yes
86023,"Nupur Rey Kale",Female,51,Bhopal,"Madhya Pradesh",Central,2025-08-10,2025-11-17,2025-11-17,1,14173.32,1070.10,14173.32,"Watch GT 6","Smart Watches",Huawei,"Offline Store",Cash,0.0002,0.0003,No
86024,"Charu Kishore Fernandes",Female,23,Raipur,Chhattisgarh,Central,2021-12-09,2022-02-09,2022-02-09,1,44514.11,514.99,44514.11,"Reno 14 Pro",Smartphones,Oppo,"Offline Store",UPI,0.0006,0.0001,No
86025,"Jatin Dev Pillai",Male,21,Mysuru,Karnataka,South,2023-10-22,2024-02-18,2024-02-18,1,45764.32,5.20,45764.32,V50,Smartphones,Vivo,Flipkart,UPI,0.0006,0.0000,No
86026,"Vaishnavi Om Malhotra",Female,34,Chennai,"Tamil Nadu",South,2023-01-10,2023-02-12,2023-02-12,1,13715.75,1385.87,13715.75,"Buds Wireless 5 ANC","Audio Devices",Logitech,Amazon,"Net Banking",0.0002,0.0003,No
86027,"Myra Chandra Dubey",Female,20,Patna,Bihar,East,2024-10-05,2025-12-14,2025-12-14,1,54695.09,695.99,54695.09,"Galaxy S25+",Smartphones,Samsung,"Offline Store",Card,0.0007,0.0002,No
86028,"Ruchi Tej D'Souza",Female,40,Bhopal,"Madhya Pradesh",Central,2024-10-29,2024-12-05,2024-12-05,1,30965.95,3498.79,30965.95,"BlackWidow V4 Pro",Gaming,Razer,"Offline Store",UPI,0.0004,0.0009,No
86029,"Aadhya Deep Patel",Female,20,Chennai,"Tamil Nadu",South,2024-09-07,2024-09-09,2024-09-09,1,4603.08,271.84,4603.08,"Airdopes Alpha","Audio Devices",Boat,"Mobile App",Card,0.0001,0.0001,No
86030,"Aarav Tej Mehta",Male,22,"New Delhi",Delhi,North,2022-09-09,2022-10-29,2024-10-28,2,52493.71,4601.37,26246.85,"Phone (3)",Smartphones,Google,"Offline Store",UPI,0.0007,0.0012,Yes
86031,"Rajesh Neel Thomas",Male,42,Thiruvananthapuram,Kerala,South,2024-06-11,2024-09-03,2024-09-03,1,6978.95,443.71,6978.95,"Sound Outdoor Speaker","Audio Devices",Xiaomi,Website,"Net Banking",0.0001,0.0001,No
86032,"Pranav Lal Agarwal",Male,22,Bhopal,"Madhya Pradesh",Central,2022-11-12,2022-11-15,2024-01-14,2,58519.86,2461.38,29259.93,"Edge 60 Pro",Smartphones,JBL,"Offline Store",UPI,0.0008,0.0006,Yes
86033,"Ruchi Lal Shah",Female,22,Raipur,Chhattisgarh,Central,2022-12-27,2023-02-25,2023-02-25,1,17148.72,77.60,17148.72,"Redmi 14C",Smartphones,Xiaomi,"Offline Store",UPI,0.0002,0.0000,No
86035,"Zoya Pal Pandey",Female,24,Kochi,Kerala,South,2020-11-27,2021-09-02,2021-09-02,1,87561.00,4141.86,87561.00,"LOQ 15",Laptops,Lenovo,"Offline Store",UPI,0.0012,0.0010,No
86036,"Gaurav Kumar Khatri",Male,30,Hyderabad,Telangana,South,2020-04-26,2020-10-12,2020-10-12,1,134519.76,1138.18,134519.76,"Pavilion Plus",Laptops,Garmin,Flipkart,Cash,0.0018,0.0003,No
86037,"Shaurya Mohan Gill",Male,23,Hyderabad,Telangana,South,2021-12-26,2022-02-11,2022-09-11,3,290529.71,32366.33,96843.24,"Galaxy M36",Smartphones,Sony,"Offline Store",UPI,0.0039,0.0082,Yes
86038,"Akash Anand Shah",Male,42,Indore,"Madhya Pradesh",Central,2024-06-23,2025-08-14,2026-01-07,2,46173.68,2239.32,23086.84,"Xiaomi 15",Smartphones,Marshall,Website,Card,0.0006,0.0006,Yes
86039,"Pragya Chandra Talwar",Female,24,Bhubaneswar,Odisha,East,2020-12-29,2021-07-28,2021-10-18,2,47691.70,541.36,23845.85,"Moto G96",Smartphones,Motorola,"Offline Store",Cash,0.0006,0.0001,Yes
86040,"Monika Avi Pandey",Female,21,Bhopal,"Madhya Pradesh",Central,2023-05-20,2023-07-27,2023-07-27,1,34797.76,3046.60,34797.76,"ROG Ally X",Gaming,ASUS,"Mobile App",UPI,0.0005,0.0008,No
86041,"Jatin Raj Joshi",Male,23,Vadodara,Gujarat,West,2021-12-06,2022-06-15,2022-06-15,1,29252.35,3.25,29252.35,"Galaxy M36",Smartphones,Samsung,"Offline Store",Card,0.0004,0.0000,No
86044,"Jatin Tej Parmar",Male,40,Gurugram,Haryana,North,2024-04-25,2025-11-06,2025-11-06,1,42794.71,6004.31,42794.71,"Beoplay HX","Audio Devices","Bang & Olufsen","Offline Store",Cash,0.0006,0.0015,No
86045,"Anurag Chandra Fernandes",Male,28,Bengaluru,Karnataka,South,2016-10-25,2016-12-02,2018-08-26,2,253712.63,11458.09,126856.32,SmartTag2,Accessories,Anker,"Offline Store",Cash,0.0034,0.0029,Yes
86046,"Kiara Lal Sethi",Female,23,Indore,"Madhya Pradesh",Central,2021-06-12,2021-08-10,2023-03-25,2,58707.83,2467.57,29353.92,"Nord CE4 Lite",Smartphones,Lenovo,"Offline Store",UPI,0.0008,0.0006,Yes
86047,"Arjun Kumar Sawant",Male,22,Noida,"Uttar Pradesh",North,2022-11-03,2022-11-03,2022-11-03,1,66000.99,3094.34,66000.99,"X200 Pro",Accessories,Anker,"Offline Store",Cash,0.0009,0.0008,No
86048,"Diya Hari Ali",Female,33,Hyderabad,Telangana,South,2023-08-06,2023-08-13,2024-12-12,2,564489.55,18509.29,282244.77,"Vivobook S15",Accessories,Logitech,Website,"Net Banking",0.0077,0.0047,Yes
86049,"Bhavna Neel Srivastava",Female,52,Chennai,"Tamil Nadu",South,2025-03-21,2025-07-08,2025-11-21,2,110363.43,795.97,55181.72,"Pixel 10 Pro XL",Smartphones,Google,Website,Card,0.0015,0.0002,Yes
86050,"Sunita Neel Naidu",Female,29,Panaji,Goa,West,2018-11-11,2019-03-26,2020-04-02,2,128675.26,9407.74,64337.63,"XPS 13",Laptops,Boat,"Offline Store",Card,0.0017,0.0024,Yes
86051,"Kabir Nath Pillai",Male,23,Indore,"Madhya Pradesh",Central,2021-04-07,2021-06-22,2021-06-22,1,48604.50,5.40,48604.50,"Galaxy Z Flip 7",Smartphones,Samsung,"Offline Store",Cash,0.0007,0.0000,No
86052,"Uday Sai Mittal",Male,32,Mumbai,Maharashtra,West,2023-07-24,2023-08-26,2023-08-26,1,67981.86,4098.34,67981.86,"Nord CE4 Lite",Smartphones,Apple,"Offline Store",UPI,0.0009,0.0010,No
86053,"Sachin Ranjan Rao",Male,55,Bhubaneswar,Odisha,East,2025-01-31,2025-11-10,2025-11-10,1,26536.78,379.60,26536.78,"Front Load Washing Machine","Home Appliances",Samsung,"Offline Store",Cash,0.0004,0.0001,No
86054,"Kanika Anand Tiwari",Female,21,Indore,"Madhya Pradesh",Central,2023-11-25,2024-01-02,2024-01-02,1,9573.29,682.05,9573.29,"Momentum True Wireless 4","Audio Devices",Sennheiser,Flipkart,Card,0.0001,0.0002,No
86055,"Rohan Deep Parmar",Male,20,Kolkata,"West Bengal",East,2024-12-03,2025-07-31,2025-07-31,1,8138.59,1089.34,8138.59,"Air Fryer Prolife","Kitchen Appliances",Havells,Flipkart,UPI,0.0001,0.0003,No
86056,"Aman Vijay Mehta",Male,28,Bhopal,"Madhya Pradesh",Central,2017-03-13,2017-07-06,2018-12-05,3,88217.39,2747.91,29405.80,"Pixel 9a",Smartphones,Google,"Offline Store",UPI,0.0012,0.0007,Yes
86059,"Mohit Pal Pandey",Male,55,Kolkata,"West Bengal",East,2025-09-12,2025-11-25,2025-11-25,1,38564.37,2719.93,38564.37,"Legion Tab",Tablets,Apple,"Offline Store",UPI,0.0005,0.0007,No
86060,"Muskan Sai Kapoor",Female,37,Chennai,"Tamil Nadu",South,2024-01-28,2024-03-20,2024-03-20,1,12911.45,1642.21,12911.45,"MagSafe Charger",Accessories,Apple,"Mobile App","Net Banking",0.0002,0.0004,No
86061,"Saloni Mohan Sheikh",Female,42,Mumbai,Maharashtra,West,2024-02-26,2024-11-16,2025-12-19,2,210136.99,11239.31,105068.50,"Xiaomi 15 Ultra","Audio Devices",Boat,"Mobile App",Card,0.0028,0.0028,Yes
86062,"Riya Shan Roy",Female,30,Indore,"Madhya Pradesh",Central,2019-09-17,2020-02-01,2024-06-19,2,57629.47,6139.11,28814.73,"OnePlus 13",Smartphones,JBL,"Offline Store",Card,0.0008,0.0015,Yes
86063,"Kunal Rai Varghese",Male,39,Raipur,Chhattisgarh,Central,2024-10-05,2025-05-15,2025-05-15,1,40837.55,1478.37,40837.55,"UHD UT80",Televisions,LG,Amazon,UPI,0.0006,0.0004,No
86064,"Sonal Avi Iyer",Female,22,Lucknow,"Uttar Pradesh",North,2022-12-16,2023-02-05,2023-02-05,1,51099.09,1819.97,51099.09,"V50 Pro",Smartphones,Vivo,"Offline Store",Card,0.0007,0.0005,No
86065,"Leena Tej Khanna",Female,41,Raipur,Chhattisgarh,Central,2024-11-17,2025-04-17,2025-04-17,1,7404.56,1105.31,7404.56,Juicer,"Kitchen Appliances",Philips,"Offline Store",UPI,0.0001,0.0003,No
86067,"Rupinder Lal Bhatt",Female,20,Visakhapatnam,"Andhra Pradesh",South,2024-08-19,2024-10-16,2024-10-16,1,7018.50,483.26,7018.50,"Sound Outdoor Speaker","Audio Devices",Xiaomi,"Offline Store",UPI,0.0001,0.0001,No
86068,"Ishita Neel Sheikh",Female,42,Kolkata,"West Bengal",East,2024-03-27,2024-05-05,2024-05-05,1,5099.00,1631.68,5099.00,"MX Master 3S",Accessories,Logitech,"Offline Store",Cash,0.0001,0.0004,No
86069,"Srishti Raj Jadhav",Female,28,Kochi,Kerala,South,2017-04-22,2018-01-25,2019-08-27,2,28897.14,1760.64,14448.57,"Front Load Washing Machine","Home Appliances",LG,"Offline Store",UPI,0.0004,0.0004,Yes
86070,"Vijay Rai Ali",Male,32,Chandigarh,Punjab,North,2023-04-19,2023-08-13,2023-08-13,1,7593.36,982.12,7593.36,"Tune Beam 2","Audio Devices",JBL,"Mobile App",Card,0.0001,0.0002,No
86071,"Aditi Rai Pillai",Female,32,Kolkata,"West Bengal",East,2023-05-30,2023-09-22,2024-05-24,2,87278.61,7373.59,43639.30,"Apple Watch Series 11","Smart Watches",Apple,"Offline Store",UPI,0.0012,0.0019,Yes
86072,"Navya Vijay Arora",Female,21,Nagpur,Maharashtra,West,2023-11-29,2024-06-12,2024-06-12,1,31534.45,3081.27,31534.45,"Bespoke Refrigerator","Home Appliances",Samsung,"Mobile App",Card,0.0004,0.0008,No
86073,"Geeta Jit Khanna",Female,31,Raipur,Chhattisgarh,Central,2021-10-03,2022-02-07,2022-02-07,1,7233.16,1083.91,7233.16,"Hand Blender","Kitchen Appliances","Morphy Richards","Offline Store",Card,0.0001,0.0003,No
86074,"Ishaan Jit Saxena",Male,21,Vadodara,Gujarat,West,2023-12-14,2023-12-26,2023-12-26,1,55476.04,5596.90,55476.04,"MatePad Pro",Tablets,Huawei,Website,Card,0.0008,0.0014,No
86076,"Navya Surya Menon",Female,23,"New Delhi",Delhi,North,2021-12-11,2022-02-07,2022-05-19,2,28847.09,3480.63,14423.54,"Arctis Nova 7",Gaming,Apple,"Mobile App",Card,0.0004,0.0009,Yes
86077,"Uday Singh Siddiqui",Male,54,Guwahati,Assam,East,2025-06-01,2025-09-06,2025-09-06,1,31594.71,3.59,31594.71,"Xiaomi 15",Smartphones,Xiaomi,Amazon,Card,0.0004,0.0000,No
86078,"Vijay Hari Joseph",Male,23,Bengaluru,Karnataka,South,2021-10-26,2021-11-12,2024-10-11,3,35783.42,2585.66,11927.81,"Tune Beam 2","Audio Devices",Godrej,"Offline Store",UPI,0.0005,0.0007,Yes
86079,"Zoya Avi Sandhu",Female,30,Hyderabad,Telangana,South,2019-08-02,2020-05-16,2020-05-16,1,7775.06,1011.82,7775.06,"Redmi Buds 6 Pro","Audio Devices",Xiaomi,Flipkart,UPI,0.0001,0.0003,No
86080,"Meera Prakash Soni",Female,21,"New Delhi",Delhi,North,2023-09-06,2023-10-08,2023-10-08,1,4351.57,408.25,4351.57,"PowerCore 20000 Power Bank",Accessories,Anker,"Offline Store",UPI,0.0001,0.0001,No
86081,"Sanjay Mohan Mehta",Male,31,Mumbai,Maharashtra,West,2021-11-25,2022-06-15,2025-07-16,3,292532.86,4972.24,97510.95,"Galaxy A56",Smartphones,Apple,"Offline Store",Cash,0.0040,0.0013,Yes
86082,"Vedant Surya George",Male,41,Mumbai,Maharashtra,West,2024-11-26,2025-02-08,2025-02-08,1,128874.02,8256.62,128874.02,"iPad Air",Tablets,Apple,Website,UPI,0.0017,0.0021,No
86083,"Ankit Kumar Menon",Male,40,Gurugram,Haryana,North,2024-11-07,2025-02-05,2025-02-05,1,229921.85,10151.45,229921.85,"Inspiron 16",Laptops,Dell,"Offline Store",Card,0.0031,0.0026,No
86084,"Jyoti Prakash Jadhav",Female,37,Surat,Gujarat,West,2024-09-12,2024-12-03,2024-12-03,1,29708.41,2989.21,29708.41,"Frost Free Refrigerator","Home Appliances",LG,Flipkart,UPI,0.0004,0.0008,No
86085,"Radhika Singh Vyas",Female,23,Ahmedabad,Gujarat,West,2021-05-12,2021-07-21,2023-07-13,2,111473.30,3602.90,55736.65,"CMF Phone 2 Pro",Accessories,Apple,"Offline Store",Card,0.0015,0.0009,Yes
86086,"Shubham Surya Iyer",Male,52,Coimbatore,"Tamil Nadu",South,2025-07-06,2026-02-28,2026-02-28,1,89702.39,9796.85,89702.39,"Xiaomi 15 Pro",Smartphones,Xiaomi,Website,UPI,0.0012,0.0025,No
86087,"Neeraj Nath Thomas",Male,32,Chennai,"Tamil Nadu",South,2023-04-01,2023-04-13,2023-04-13,1,9898.18,694.96,9898.18,"Storm Infinity","Smart Watches",Boat,"Offline Store",Card,0.0001,0.0002,No
86088,"Myra Pal Anand",Female,29,Jodhpur,Rajasthan,North,2019-09-09,2020-10-06,2020-10-06,1,38371.48,4.36,38371.48,X200,Smartphones,Vivo,"Offline Store",UPI,0.0005,0.0000,No
86089,"Aman Avi Bhatia",Male,28,Bengaluru,Karnataka,South,2016-12-26,2017-11-18,2017-11-18,1,356969.32,10497.58,356969.32,"Katana 15",Laptops,MSI,"Offline Store",Card,0.0048,0.0026,No
86090,"Parth Neel Dutta",Male,23,Guwahati,Assam,East,2021-11-25,2022-02-18,2022-02-18,1,9367.78,1718.53,9367.78,"Rice Cooker","Kitchen Appliances",Prestige,"Offline Store",UPI,0.0001,0.0004,No
86091,"Sachin Vijay Chauhan",Male,33,Patna,Bihar,East,2023-06-19,2023-06-29,2023-06-29,1,29376.75,1857.55,29376.75,"Dual Inverter Split AC","Home Appliances",LG,"Mobile App",UPI,0.0004,0.0005,No
